brand,model,seller_type,fuel_type,transmission_type,avg_cost_price,vehicle_age,km_driven,mileage,max_power,seats,selling_price
Volkswagen,Vento,Dealer,Diesel,Automatic,1329465.9090909092,5,60000,21.5,108.5,5,640000
Renault,KWID,Individual,Petrol,Manual,494000.0,3,20000,23.01,67.0,5,367000
Datsun,GO,Individual,Petrol,Manual,653000.0,4,24000,19.44,67.0,7,425000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,3,60000,28.4,74.02,5,740000
Tata,Tiago,Individual,Diesel,Manual,677372.2222222222,4,80000,27.28,69.0,5,400000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,8,45000,23.4,74.0,5,390000
Tata,Tiago,Individual,Petrol,Manual,676000.0,2,15000,23.84,84.0,5,570000
Hyundai,Santro,Dealer,Petrol,Automatic,619500.0,2,4540,20.3,68.07,5,580000
Tata,Safari,Individual,Diesel,Manual,1813000.0,6,50000,14.0,138.1,7,625000
Hyundai,Grand,Individual,Petrol,Manual,711000.0,3,41000,18.9,81.86,5,520000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,7,50900,19.3,73.9,5,450000
Maruti,Swift,Dealer,Petrol,Manual,774671.5686274511,4,55000,20.4,83.11,5,450000
Maruti,Swift,Dealer,Petrol,Manual,781500.0,7,75727,21.21,81.8,5,425000
Maruti,Baleno,Individual,Petrol,Manual,833000.0,3,20000,21.4,83.1,5,680000
Hyundai,i20,Individual,Petrol,Manual,1071500.0,2,20000,18.6,81.86,5,625000
Audi,A4,Dealer,Diesel,Automatic,5257923.076923077,8,29000,18.25,187.74,5,1250000
Maruti,Swift,Dealer,Diesel,Manual,774671.5686274511,9,62000,22.9,74.0,5,349000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,8,70000,20.92,67.1,5,220000
Honda,City,Dealer,Petrol,Manual,1430500.0,11,49000,17.4,117.6,5,360000
Mahindra,Scorpio,Individual,Diesel,Automatic,1716500.0,10,137000,11.79,120.0,8,480000
Toyota,Fortuner,Dealer,Diesel,Manual,4310500.0,6,96000,13.0,168.5,7,1475000
Maruti,Baleno,Trustmark Dealer,Petrol,Manual,847500.0,2,5808,21.01,81.8,5,750000
Maruti,Baleno,Individual,Petrol,Manual,867500.0,4,8245,21.4,83.1,5,690000
Honda,Jazz,Individual,Diesel,Manual,1007731.4814814815,5,73000,27.3,98.6,5,720000
Ford,Ecosport,Dealer,Diesel,Manual,1171500.0,6,69997,23.0,98.96,5,530000
Maruti,Vitara,Individual,Diesel,Automatic,1081500.0,2,35000,24.3,88.5,5,940000
Hyundai,Santro,Individual,Petrol,Manual,583500.0,2,10000,20.3,68.0,5,500000
Maruti,Eeco,Individual,Petrol,Manual,475500.0,2,13000,15.37,73.0,5,340000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,4,20000,24.3,88.5,5,775000
Maruti,Swift,Dealer,Diesel,Manual,774671.5686274511,6,68251,28.4,74.0,5,410000
Hyundai,Creta,Dealer,Petrol,Automatic,1608500.0,4,36000,13.0,121.3,5,1125000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,10,60000,12.8,102.0,8,600000
Mahindra,Scorpio,Individual,Diesel,Manual,1751000.0,6,60000,15.4,120.0,7,1050000
Toyota,Fortuner,Individual,Diesel,Automatic,4175000.0,6,112000,12.55,168.5,7,1650000
Maruti,Wagon R,Individual,Petrol,Manual,624000.0,3,60000,20.51,67.04,5,375000
Honda,Amaze,Dealer,Petrol,Manual,847000.0,4,28000,17.8,86.7,5,500000
Maruti,Swift,Dealer,Diesel,Manual,774671.5686274511,5,42000,28.4,74.0,5,485000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,6,90000,28.4,74.0,5,420000
Hyundai,i20,Individual,Petrol,Manual,1081004.213483146,4,35000,17.19,81.86,5,600000
Honda,City,Dealer,Petrol,Manual,1474000.0,10,50000,17.0,118.0,5,300000
Volkswagen,Polo,Individual,Diesel,Manual,928383.0409356725,5,100000,20.14,88.0,5,630000
Toyota,Camry,Dealer,Petrol,Automatic,4500000.0,5,80000,19.16,157.7,5,1995000
Tata,Safari,Individual,Diesel,Manual,1813000.0,8,120000,14.0,138.1,7,600000
Mahindra,XUV500,Dealer,Diesel,Manual,1991000.0,8,63000,15.1,140.0,7,580000
Toyota,Fortuner,Dealer,Diesel,Manual,4310500.0,8,65000,13.0,168.5,7,1300000
Maruti,Alto,Trustmark Dealer,Petrol,Manual,411202.7027027027,9,24943,23.95,67.05,5,235000
Mahindra,Scorpio,Dealer,Diesel,Manual,1751000.0,3,48976,15.4,75.0,7,1011000
Maruti,Wagon R,Individual,Petrol,Manual,595000.0,13,110000,18.9,67.0,5,125000
Maruti,Wagon R,Individual,Petrol,Manual,618558.6145648313,3,25000,20.51,67.04,5,400000
Mahindra,Scorpio,Individual,Diesel,Manual,1751000.0,9,110000,12.05,120.0,9,600000
Mahindra,XUV500,Dealer,Diesel,Manual,2001618.556701031,6,55000,16.0,140.0,7,925000
Toyota,Innova,Dealer,Diesel,Automatic,2457500.0,4,136226,11.36,171.5,7,1425000
Mahindra,Thar,Dealer,Diesel,Manual,1573718.181818182,8,49000,16.55,105.0,6,475000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,12,250000,12.8,102.0,8,600000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,4,24000,24.3,88.5,5,785000
Hyundai,i20,Individual,Petrol,Manual,1081004.213483146,4,7500,17.19,81.86,5,660000
Datsun,GO,Individual,Petrol,Manual,584000.0,5,50000,20.63,67.0,5,235000
Maruti,Wagon R,Individual,Petrol,Manual,624000.0,9,20000,18.9,67.1,5,230000
Hyundai,Grand,Individual,Petrol,Manual,707119.5054945055,3,15000,18.9,81.86,5,600000
Maruti,Ciaz,Dealer,Diesel,Manual,1159571.9424460432,2,15260,28.09,88.5,5,1095000
Renault,Duster,Individual,Diesel,Manual,1416888.888888889,9,58000,19.87,83.8,5,500000
Toyota,Innova,Dealer,Diesel,Manual,2486142.8571428573,7,60000,12.99,100.6,7,775000
Renault,Triber,Individual,Petrol,Manual,740000.0,2,10000,20.0,72.0,7,550000
Maruti,Alto,Individual,Petrol,Manual,399000.0,7,35000,22.74,47.3,5,250000
Maruti,Ciaz,Individual,Diesel,Manual,1159571.9424460432,3,70000,28.09,88.5,5,725000
Hyundai,Santro,Individual,Petrol,Manual,639939.0243902439,11,60000,17.92,62.1,5,180000
Ford,Aspire,Individual,Petrol,Manual,778500.0,5,20000,18.16,86.8,5,525000
Renault,Duster,Individual,Diesel,Manual,1416888.888888889,5,55000,19.87,83.8,5,600000
Honda,City,Dealer,Petrol,Manual,1490500.0,8,42462,17.8,119.35,5,480000
Honda,Amaze,Dealer,Petrol,Manual,847000.0,1,12000,18.6,88.76,5,785000
Honda,City,Individual,Petrol,Manual,1430500.0,7,70000,17.4,117.3,5,560000
Hyundai,i20,Trustmark Dealer,Petrol,Manual,1072000.0,2,12973,18.6,81.86,5,690000
Ford,Ecosport,Dealer,Petrol,Manual,1116000.0,3,16000,17.0,121.31,5,875000
Bentley,Continental,Dealer,Petrol,Automatic,41250000.0,9,9000,9.5,626.0,4,14500000
Maruti,Swift Dzire,Dealer,Petrol,Manual,839000.0,9,55236,19.1,85.8,5,350000
Honda,WR-V,Individual,Diesel,Manual,1241000.0,2,10000,25.5,98.6,5,975000
Honda,City,Dealer,Petrol,Automatic,1471500.0,4,49000,17.4,117.6,5,970000
Hyundai,Grand,Dealer,Diesel,Manual,707119.5054945055,8,91468,24.0,70.0,5,280000
Tata,Tiago,Individual,Diesel,Manual,677372.2222222222,3,68000,27.28,69.0,5,381000
Toyota,Fortuner,Individual,Diesel,Manual,4038500.0,6,120000,12.55,168.5,7,1600000
Hyundai,i20,Individual,Petrol,Manual,1081004.213483146,2,20000,17.19,81.86,5,700000
Mahindra,Thar,Dealer,Diesel,Manual,1583500.0,8,45000,16.55,105.0,7,545000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,17,80000,19.7,46.3,5,77000
Hyundai,i10,Dealer,Petrol,Manual,713826.6666666667,10,80000,20.36,78.9,5,225000
Maruti,Swift,Individual,Petrol,Manual,792000.0,5,80000,20.4,81.8,5,510000
Mahindra,Scorpio,Individual,Diesel,Manual,1751000.0,6,35000,15.4,120.0,7,850000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,5,63000,24.3,88.5,5,735000
Ford,Aspire,Dealer,Diesel,Manual,1017500.0,6,42000,25.83,99.0,5,475000
Hyundai,Santro,Individual,CNG,Manual,639939.0243902439,9,170000,11.88,62.1,5,175000
Honda,Civic,Individual,Petrol,Automatic,2329500.0,14,60000,12.9,130.0,5,320000
Maruti,Baleno,Dealer,Petrol,Manual,855000.0,3,19000,21.01,81.8,5,675000
BMW,3,Individual,Diesel,Automatic,5425000.0,6,70000,18.88,184.0,5,1750000
Tata,Tiago,Dealer,Diesel,Manual,677372.2222222222,4,59000,27.28,69.0,5,375000
Honda,CR,Dealer,Petrol,Automatic,3338500.0,4,34000,12.0,187.4,5,1775000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,6,36000,23.4,74.0,5,545000
Maruti,Celerio,Individual,Petrol,Manual,597000.0,2,50000,21.63,67.0,5,500000
Skoda,Rapid,Individual,Petrol,Automatic,1213500.0,3,40000,14.84,103.2,5,700000
Maruti,Celerio,Individual,Petrol,Automatic,580000.0,7,110000,23.1,67.04,5,250000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,15,30000,19.7,46.3,5,135000
Maruti,Ertiga,Dealer,Petrol,Manual,1034000.0,6,72909,19.01,103.26,7,525000
Hyundai,Creta,Dealer,Diesel,Manual,1616500.0,4,38425,19.67,126.2,5,960000
Ford,Endeavour,Dealer,Diesel,Automatic,3890500.0,4,32000,10.91,197.2,7,2550000
Hyundai,i20,Individual,Petrol,Manual,1033000.0,3,50000,18.6,81.83,5,700000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,4,74014,28.4,74.02,5,669000
Maruti,Celerio,Individual,Petrol,Manual,587500.0,7,76000,23.1,67.04,5,315000
Hyundai,Verna,Individual,Diesel,Manual,1458305.7553956835,3,15000,22.0,126.2,5,1240000
Maruti,Alto,Dealer,Petrol,Manual,411202.7027027027,6,35100,23.95,67.05,5,290000
Hyundai,Verna,Individual,Diesel,Manual,1546500.0,13,120000,16.8,110.0,5,215000
Maruti,Vitara,Individual,Diesel,Manual,1081500.0,3,60000,24.3,88.5,5,850000
Hyundai,Grand,Individual,Petrol,Manual,698500.0,4,22000,18.9,81.86,5,490000
Porsche,Cayenne,Dealer,Petrol,Automatic,17900000.0,4,36000,12.5,420.0,5,7800000
Porsche,Cayenne,Dealer,Diesel,Automatic,17900000.0,8,57000,15.15,240.0,5,2890000
Ford,Figo,Individual,Diesel,Manual,918500.0,8,145000,20.0,68.1,5,240000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,8,70000,22.9,74.0,5,330000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,13,97000,19.7,46.3,5,95000
Maruti,Ertiga,Dealer,Petrol,Manual,1034000.0,7,22681,16.02,93.7,7,525000
Volkswagen,Vento,Individual,Petrol,Manual,1330500.0,7,96000,15.04,103.2,5,390000
Hyundai,i20,Individual,Petrol,Manual,1047500.0,4,27000,18.6,81.83,5,575000
Maruti,Swift,Dealer,Diesel,Manual,774671.5686274511,8,72000,28.4,74.0,5,410000
Hyundai,i20,Dealer,Diesel,Manual,1117000.0,7,57212,22.54,88.73,5,550000
Hyundai,i20,Individual,Petrol,Manual,949500.0,7,50000,18.6,81.83,5,400000
Hyundai,i20,Individual,Petrol,Manual,1033000.0,3,50000,18.6,81.83,5,660000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,3,60000,28.4,74.02,5,700000
Maruti,Alto,Dealer,Petrol,Manual,411202.7027027027,10,39513,23.95,67.05,5,200000
Maruti,Ertiga,Individual,Diesel,Manual,1038372.0,4,40000,24.52,88.5,7,865000
Maruti,Dzire VXI,Individual,Petrol,Manual,846500.0,1,8000,23.26,88.5,5,650000
Mahindra,XUV500,Individual,Diesel,Manual,1994500.0,7,120000,15.1,140.0,7,900000
Maruti,Swift Dzire,Trustmark Dealer,Petrol,Manual,824000.0,4,15659,21.21,81.8,5,625000
Maruti,Wagon R,Individual,Petrol,Manual,605000.0,6,50000,20.51,67.04,5,400000
Mahindra,XUV500,Dealer,Diesel,Automatic,1991000.0,4,65000,16.0,140.0,7,1175000
Renault,KWID,Individual,Petrol,Manual,467000.0,5,80000,25.17,53.3,5,250000
Hyundai,Venue,Individual,Petrol,Manual,1036000.0,2,3800,18.27,118.35,5,950000
Honda,Amaze,Dealer,Petrol,Manual,853000.0,5,54000,18.0,86.7,5,510000
BMW,5,Dealer,Diesel,Automatic,7793500.0,3,22000,22.48,187.74,5,4400000
Maruti,Celerio,Individual,Petrol,Manual,587500.0,4,25000,23.1,67.04,5,345000
Volkswagen,Polo,Dealer,Petrol,Manual,909000.0,11,61000,16.47,73.9,5,235000
Renault,KWID,Individual,Petrol,Manual,505000.0,5,25000,23.01,67.0,5,300000
Maruti,Wagon R,Dealer,CNG,Manual,600500.0,10,64000,26.2,58.2,5,225000
Tata,Hexa,Individual,Diesel,Manual,1410000.0,3,57000,17.6,147.94,7,1025000
Maruti,Swift,Dealer,Petrol,Manual,751000.0,9,51000,16.1,85.0,5,291000
Honda,City,Individual,Diesel,Manual,1561000.0,6,40000,25.1,98.6,5,620000
Hyundai,i10,Dealer,Petrol,Manual,713826.6666666667,10,47000,20.36,78.9,5,195000
Maruti,Swift Dzire,Trustmark Dealer,Petrol,Manual,824000.0,8,48987,19.1,85.8,5,370000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,3,25000,28.4,74.0,5,690000
Maruti,Swift,Individual,Petrol,Manual,755500.0,8,30000,18.6,85.8,5,390000
Mahindra,XUV500,Individual,Diesel,Manual,1991000.0,9,80000,15.1,140.0,7,550000
Hyundai,Creta,Dealer,Petrol,Manual,1608500.0,4,54000,15.8,121.3,5,1050000
Mahindra,Bolero,Individual,Diesel,Manual,987000.0,13,90000,13.6,63.0,7,230000
Maruti,Alto,Dealer,Petrol,Manual,411202.7027027027,7,75001,19.7,46.3,5,175000
Ford,Figo,Individual,Diesel,Manual,895000.0,8,100000,20.0,68.1,5,250000
Volkswagen,Vento,Dealer,Petrol,Automatic,1309000.0,7,42000,16.93,103.6,5,575000
Maruti,Wagon R,Trustmark Dealer,CNG,Manual,600500.0,4,32013,33.54,67.04,5,380000
Mahindra,XUV500,Dealer,Diesel,Manual,1994500.0,5,55766,16.0,140.0,7,1151000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,7,70000,20.92,67.1,5,245000
Tata,Nexon,Individual,Diesel,Automatic,1256500.0,3,40000,21.5,108.5,5,1000000
Renault,Duster,Individual,Diesel,Manual,1416888.888888889,5,118500,19.72,108.45,5,943000
Renault,Duster,Dealer,Diesel,Manual,1416888.888888889,7,42000,19.01,108.45,5,500000
Mahindra,Scorpio,Individual,Diesel,Manual,1751000.0,8,120000,14.0,75.0,8,500000
BMW,X1,Individual,Diesel,Automatic,4817500.0,2,10000,20.68,188.0,5,3650000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,6,32000,19.3,73.9,5,570000
Nissan,Kicks,Individual,Petrol,Manual,1371500.0,1,15000,14.23,153.87,5,1000000
Kia,Seltos,Dealer,Petrol,Manual,1610222.222222222,2,13000,16.8,113.4,5,1140000
BMW,5,Dealer,Diesel,Automatic,7793500.0,7,41000,18.12,190.0,5,1890000
Maruti,Ciaz,Dealer,Petrol,Manual,1152000.0,4,44000,20.73,91.1,5,775000
Maruti,Swift,Individual,Petrol,Manual,782500.0,7,40000,20.4,81.8,5,320000
Mahindra,XUV500,Individual,Diesel,Automatic,1994500.0,5,120000,16.0,140.0,7,1400000
Maruti,Swift Dzire,Individual,Petrol,Automatic,855500.0,3,5000,21.21,81.8,5,700000
Mahindra,Scorpio,Individual,Diesel,Manual,1753500.0,6,80000,15.4,75.0,9,800000
Maruti,Swift,Trustmark Dealer,Petrol,Manual,751000.0,2,23414,22.0,81.8,5,530000
Audi,Q7,Dealer,Diesel,Automatic,8060000.0,8,85000,12.07,241.4,7,2090000
Toyota,Innova,Dealer,Diesel,Manual,2486142.8571428573,4,68000,13.68,147.51,8,1360000
Maruti,Wagon R,Individual,Petrol,Manual,624000.0,6,15000,20.51,67.04,5,350000
Mahindra,XUV500,Dealer,Diesel,Manual,1991000.0,6,50000,16.0,140.0,7,799000
Hyundai,Verna,Individual,Diesel,Manual,1545500.0,12,110000,18.1,110.0,5,350000
Toyota,Innova,Dealer,Diesel,Manual,2486142.8571428573,7,70000,12.8,102.0,8,740000
Mahindra,Bolero,Individual,Diesel,Manual,992500.0,2,30000,15.96,63.0,9,620000
Mercedes-Benz,E-Class,Dealer,Diesel,Automatic,8473000.0,9,67000,10.0,170.0,5,890000
Maruti,Celerio,Dealer,Petrol,Manual,567000.0,7,23970,23.1,67.04,5,350000
Tata,Tiago,Individual,Petrol,Manual,687000.0,4,60000,23.84,84.0,5,380000
Mercedes-Benz,S-Class,Dealer,Diesel,Automatic,17250000.0,6,56000,13.5,254.79,5,4500000
Jaguar,XF,Dealer,Diesel,Automatic,6813000.0,6,52111,16.36,187.7,5,2150000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,7,30000,25.2,74.0,5,500000
Tata,Hexa,Individual,Diesel,Manual,1410000.0,4,50000,17.6,153.86,7,1500000
Maruti,Swift Dzire,Dealer,Petrol,Manual,828500.0,6,50000,22.0,81.8,5,490000
Volkswagen,Vento,Dealer,Diesel,Manual,1329465.9090909092,7,55000,20.34,103.2,5,375000
Tata,Safari,Individual,Diesel,Manual,1813000.0,5,50000,14.1,148.0,7,1000000
Toyota,Innova,Individual,Diesel,Manual,2352500.0,3,50000,13.68,147.8,8,1500000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,4,107000,28.4,74.02,5,490000
Maruti,Wagon R,Individual,LPG,Manual,618558.6145648313,9,120000,26.2,58.2,5,260000
Honda,City,Dealer,Petrol,Manual,1474000.0,11,68000,17.0,118.0,5,325000
Hyundai,i20,Individual,Diesel,Manual,1121000.0,6,70000,22.54,88.73,5,590000
Toyota,Innova,Dealer,Diesel,Automatic,2490000.0,5,35512,11.36,171.5,7,1500000
Tata,Safari,Dealer,Diesel,Manual,1813000.0,9,68240,13.93,138.1,7,450000
Hyundai,Creta,Dealer,Diesel,Manual,1683000.0,4,51000,22.1,88.7,5,875000
Hyundai,Grand,Dealer,Petrol,Manual,652500.0,6,50000,18.9,82.0,5,450000
Hyundai,Creta,Individual,Diesel,Manual,1576000.0,4,60000,21.38,88.7,5,850000
Maruti,Ertiga,Individual,Petrol,Manual,1075000.0,1,4500,19.01,103.26,7,830000
Mahindra,XUV500,Individual,Diesel,Manual,1994500.0,5,100000,16.0,140.0,7,829000
Skoda,Superb,Individual,Petrol,Manual,3682000.0,5,20000,14.12,177.46,5,1500000
Hyundai,Verna,Individual,Petrol,Manual,1327500.0,9,50000,17.1,121.3,5,450000
Tata,Safari,Individual,Diesel,Manual,1813000.0,5,120000,14.1,147.94,7,690000
Honda,City,Dealer,Petrol,Manual,1519207.8825347759,7,59250,17.4,117.3,5,575000
Hyundai,Grand,Trustmark Dealer,Petrol,Manual,652500.0,3,31799,18.9,81.86,5,500000
Maruti,Baleno,Individual,Diesel,Manual,869356.8464730291,2,3500,27.39,74.0,5,700000
Maruti,Wagon R,Individual,Petrol,Manual,606500.0,6,15000,20.51,67.04,5,300000
Audi,Q7,Individual,Diesel,Automatic,8060000.0,11,155000,11.33,335.2,7,2200000
Skoda,Rapid,Dealer,Petrol,Manual,1200500.0,8,42000,15.0,103.5,5,375000
Tata,Safari,Individual,Diesel,Manual,1813000.0,3,50000,14.1,147.94,7,850000
Hyundai,i20,Dealer,Petrol,Manual,1062500.0,4,53000,18.6,81.83,5,575000
Maruti,Swift,Individual,Petrol,Manual,755500.0,3,56000,22.0,81.8,5,500000
Mahindra,Bolero,Individual,Diesel,Manual,977591.5032679739,2,35000,16.5,70.0,7,850000
Hyundai,Creta,Individual,Petrol,Manual,1554000.0,5,70000,15.29,121.3,5,815000
Maruti,Wagon R,Dealer,CNG,Manual,600500.0,9,95000,26.6,58.16,5,190000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,4,50000,28.4,74.02,5,900000
Toyota,Innova,Dealer,Petrol,Manual,2335500.0,5,52000,11.25,163.7,7,1300000
Skoda,Rapid,Dealer,Petrol,Automatic,1200500.0,7,59000,14.3,103.6,5,445000
Hyundai,Creta,Individual,Petrol,Manual,1558000.0,5,10000,15.29,121.3,5,1000000
Tata,Tiago,Dealer,Petrol,Manual,677372.2222222222,4,37000,23.84,84.0,5,395000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,8,80000,22.9,74.0,5,350000
Tata,Tigor,Individual,Diesel,Manual,754166.6666666667,2,50000,24.7,69.0,5,400000
Maruti,Wagon R,Individual,Petrol,Manual,624000.0,2,15000,21.79,67.05,5,475000
Mahindra,Bolero,Individual,Diesel,Manual,977591.5032679739,3,70000,16.5,70.0,7,670000
Hyundai,i20,Individual,Petrol,Manual,1047500.0,3,20000,18.6,81.83,5,524000
Tata,Hexa,Individual,Diesel,Manual,1410000.0,4,110000,17.6,153.86,7,990000
MG,Hector,Dealer,Diesel,Manual,1923000.0,2,20000,17.41,167.68,5,1750000
Toyota,Fortuner,Dealer,Diesel,Automatic,4086000.0,9,130000,12.55,168.5,7,1450000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,14,187500,17.8,75.0,5,215000
Hyundai,i20,Dealer,Diesel,Manual,1141500.0,7,67000,21.9,90.0,5,355000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,6,38000,25.2,74.0,5,530000
Mahindra,Bolero,Individual,Diesel,Manual,987000.0,14,40000,13.6,63.0,7,250000
Toyota,Innova,Dealer,Petrol,Manual,2335500.0,4,50000,11.25,163.7,7,1500000
Renault,Duster,Dealer,Diesel,Manual,1416888.888888889,3,32440,19.87,83.8,5,850000
Hyundai,i20,Dealer,Petrol,Manual,1072000.0,3,40000,18.6,81.83,5,645000
Ford,Aspire,Dealer,Diesel,Manual,910508.7719298245,5,70000,25.83,99.0,5,440000
Ford,Ecosport,Dealer,Diesel,Manual,1196500.0,7,37000,22.7,89.84,5,590000
Hyundai,Grand,Individual,Petrol,Manual,717000.0,6,40000,18.9,82.0,5,350000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,11,83000,19.7,46.3,5,190000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,4,80000,28.4,74.0,5,550000
Maruti,Ciaz,Individual,Diesel,Manual,1159571.9424460432,5,35000,28.09,88.5,5,838000
Maruti,Swift,Individual,Petrol,Automatic,771500.0,3,30000,22.0,81.8,5,575000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,13,200000,12.8,102.0,8,600000
Porsche,Cayenne,Dealer,Diesel,Automatic,17900000.0,5,38646,13.33,300.0,5,7200000
Toyota,Camry,Dealer,Petrol,Manual,4557120.0,1,72000,13.4,164.7,5,345000
Ford,Figo,Dealer,Diesel,Manual,895500.0,8,54000,18.5,68.0,5,195000
Hyundai,Tucson,Dealer,Diesel,Automatic,3081500.0,4,52600,16.38,183.0,5,1790000
Toyota,Fortuner,Dealer,Diesel,Automatic,4310500.0,4,67563,12.9,174.5,7,2700000
BMW,X1,Dealer,Diesel,Automatic,5067000.0,5,50000,20.68,188.0,5,2250000
Toyota,Camry,Dealer,Petrol,Automatic,4500000.0,6,64500,19.16,157.7,5,1699000
Tata,Tiago,Individual,Petrol,Manual,667500.0,2,10000,23.84,84.0,5,515000
Hyundai,Santro,Dealer,Petrol,Manual,618500.0,2,11500,20.3,68.07,5,530000
Maruti,Ignis,Dealer,Petrol,Manual,700500.0,3,30000,20.89,81.8,5,570000
Hyundai,Grand,Individual,Diesel,Manual,707119.5054945055,3,54000,24.0,73.97,5,430000
Maruti,XL6,Dealer,Petrol,Automatic,1246000.0,1,9500,17.99,103.2,6,1185000
Honda,Amaze,Individual,Petrol,Manual,852000.0,6,120000,18.0,86.7,5,280000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,4,50000,28.4,74.02,5,680000
MG,Hector,Dealer,Petrol,Automatic,1784500.0,2,11002,13.96,141.0,5,1790000
Toyota,Innova,Dealer,Diesel,Manual,2486142.8571428573,8,75000,12.99,100.0,7,600000
Maruti,Baleno,Individual,Petrol,Automatic,867500.0,2,40000,19.56,81.8,5,550000
Volkswagen,Polo,Individual,Diesel,Manual,928383.0409356725,10,120000,20.14,88.8,5,450000
Tata,Safari,Individual,Diesel,Manual,1813000.0,5,100000,14.1,147.94,7,650000
Hyundai,i10,Dealer,Petrol,Manual,713826.6666666667,7,61000,19.81,68.05,5,320000
Volkswagen,Vento,Dealer,Petrol,Manual,1310000.0,8,47000,16.09,103.2,5,390000
Mahindra,XUV500,Dealer,Diesel,Manual,1994500.0,7,51000,15.1,140.0,7,735000
Honda,City,Dealer,Petrol,Automatic,1474000.0,6,53000,18.0,117.3,5,741000
Hyundai,Verna,Dealer,Diesel,Automatic,1569000.0,10,75000,22.32,126.32,5,365000
Mahindra,XUV500,Individual,Diesel,Manual,1994500.0,6,110000,16.0,140.0,7,950000
Tata,Tiago,Individual,Petrol,Manual,677372.2222222222,3,36500,23.84,84.0,5,420000
Maruti,Ertiga,Dealer,Diesel,Manual,1038372.0,6,48200,25.47,88.5,7,535000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,9,115000,22.9,74.0,5,300000
Honda,Civic,Individual,Petrol,Manual,2349500.0,15,80000,13.5,130.0,5,250000
Maruti,Wagon R,Dealer,Petrol,Manual,595000.0,11,61000,20.51,67.04,5,195000
Maruti,Ciaz,Dealer,Diesel,Manual,1159571.9424460432,5,35000,28.09,88.5,5,610000
BMW,X1,Dealer,Diesel,Automatic,4695500.0,10,42545,19.62,190.0,5,1075000
Mercedes-Benz,C-Class,Dealer,Diesel,Automatic,5769000.0,5,19000,19.27,170.0,5,2500000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,6,90000,12.99,100.6,7,950000
Hyundai,Grand,Individual,Petrol,Automatic,717000.0,4,35000,18.9,81.86,5,511000
Tata,Harrier,Dealer,Diesel,Manual,2067500.0,2,15200,17.0,138.1,5,1550000
Mahindra,Scorpio,Individual,Diesel,Manual,1751000.0,7,120000,12.05,120.0,9,600000
Mahindra,Bolero,Individual,Diesel,Manual,970000.0,9,60000,15.96,62.1,7,520000
Maruti,Alto,Individual,Petrol,Manual,392000.0,1,10000,22.05,47.3,5,370000
Maruti,Swift Dzire,Individual,Petrol,Manual,828500.0,4,60000,21.21,81.8,5,550000
Mahindra,Scorpio,Individual,Diesel,Manual,1699500.0,14,100000,11.0,120.0,5,217000
Tata,Nexon,Individual,Petrol,Manual,1041500.0,2,6700,17.0,108.5,5,750000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,8,65000,23.4,74.0,5,350000
Hyundai,Verna,Dealer,Petrol,Automatic,1353000.0,7,49599,17.1,121.4,5,610000
Maruti,Alto,Individual,Petrol,Manual,413000.0,3,20000,24.7,47.3,5,310000
Maruti,Celerio,Dealer,Petrol,Manual,587500.0,6,49955,21.63,67.04,5,400000
Ford,Ecosport,Individual,Diesel,Manual,1151000.0,6,110000,22.77,98.59,5,600000
Ford,Ecosport,Dealer,Diesel,Manual,1208500.0,2,64000,22.77,98.59,5,850000
